Committee symbol,Lamas_code,settlement name,settlement name_Heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
18,1095,KEFAR MAYMON,כפר מימון,1095,423,345,0,345,5,2,0,0,0,0,1,206,0,0,0,0,0,0,0,21,0,87,1,0,0,0,20,0,0,0,0,0,0,0,0,2
17,1098,MERKAZ SHAPPIRA,מרכז שפירא,1098,1403,1136,2,1134,15,24,0,0,0,0,2,604,0,1,0,0,0,0,0,86,3,254,2,0,0,0,36,0,0,0,0,0,0,0,0,107
10,1102,ZUQI YAM,צוקי ים,1102,162,114,0,114,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,12,22,0,0,0,62,0,0,0,0,0,1,0,0,5
12,1103,GANNE HADAR,גני הדר,1103,256,203,1,202,22,1,0,0,0,0,2,11,0,0,0,0,0,0,0,3,8,27,27,0,0,0,101,0,0,0,0,0,0,0,0,0
4,1104,PORIYYA-KEFAR AVODA,פוריה - כפר עבודה,1104,266,174,0,174,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,2,1,110,0,0,0,0,30,0,0,0,0,0,0,0,4,10
4,1105,PORIYYA-NEWE OVED,פוריה - נווה עובד,1105,995,685,1,684,31,7,1,0,1,0,1,41,0,1,0,0,0,0,0,24,22,421,7,0,0,0,82,0,0,0,0,1,1,0,6,37
5,1108,OMEN,אומן,1108,355,221,0,221,7,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,40,114,0,0,0,0,32,0,0,0,0,0,0,0,0,11
5,1110,HEVER,חבר,1110,345,250,0,250,15,2,0,0,0,0,1,7,0,0,0,0,0,0,0,6,20,131,4,0,0,0,51,0,0,0,0,0,0,0,0,13
6,1112,YODEFAT,יודפת,1112,602,464,2,462,52,0,4,0,0,0,0,6,0,0,0,0,0,0,0,1,8,8,173,0,0,0,209,0,1,0,0,0,0,0,0,0
2,1113,ZUR HADASSA,צור הדסה,1113,5748,4371,11,4360,317,24,22,1,0,0,10,479,0,3,0,0,4,0,0,65,313,1227,362,0,0,0,1465,0,0,0,0,0,1,0,2,65
2,1114,SARIGIM (LI-ON),שריגים (לי-און),1114,823,587,1,586,68,0,5,0,0,0,3,20,0,0,0,0,0,0,0,3,16,79,122,0,0,0,266,0,0,0,0,0,0,0,0,4
3,1115,AVIVIM,אביבים,1115,327,234,0,234,5,8,0,0,0,0,3,3,0,0,0,0,0,0,0,11,1,148,0,0,0,0,2,0,0,0,0,0,0,0,0,53
2,1123,ADDERET,אדרת,1123,555,396,0,396,15,1,0,0,0,0,45,59,0,1,0,0,0,0,0,4,3,184,10,0,0,0,39,0,0,0,0,0,0,0,0,35
18,1124,NE'OT HAKIKKAR,נאות הכיכר,1124,214,149,0,149,25,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,23,12,0,0,0,78,0,0,0,0,0,0,0,1,0
4,1125,ALMAGOR,אלמגור,1125,289,234,0,234,16,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,5,8,36,0,0,0,161,0,0,0,0,0,0,0,0,0
18,1126,ELOT,אילות,1126,251,164,0,164,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,28,0,0,0,85,0,0,0,0,0,0,0,0,0
5,1127,MA'ALE GILBOA,מעלה גלבוע,1127,355,290,0,290,49,0,1,0,0,0,0,131,0,0,0,0,0,0,0,2,1,34,3,0,0,0,67,0,0,0,0,0,0,0,0,2
9,1128,ME AMMI,מי עמי,1128,256,205,0,205,34,1,2,0,0,0,0,3,0,2,0,0,0,0,0,0,3,5,53,0,0,0,101,0,1,0,0,0,0,0,0,0
18,1129,GEROFIT,גרופית,1129,289,177,0,177,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,21,0,0,0,100,0,0,0,0,0,0,0,0,1
6,1130,KEFAR ROZENWALD(ZARIT),כפר רוזנואלד (זרעית),1130,221,138,0,138,11,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,6,76,4,0,0,0,25,0,0,0,0,0,0,0,0,10
3,1132,SENIR,שניר,1132,426,306,0,306,46,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,11,22,45,0,0,0,175,0,0,0,0,1,0,0,0,1
17,1133,WARDON,ורדון,1133,218,154,1,153,11,1,0,0,0,0,6,10,0,0,0,0,0,0,0,3,5,46,15,0,0,0,41,0,0,0,0,0,0,0,0,15
2,1134,YAD HASHEMONA,יד השמונה,1134,162,122,0,122,8,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,30,24,1,0,0,0,49,0,1,0,0,1,0,0,0,0
18,1136,ZOHAR,צוחר,1136,440,297,1,296,22,0,0,1,0,0,12,14,0,0,0,0,0,0,0,7,7,122,14,1,0,0,80,0,0,0,0,0,0,0,0,16
2,1137,QIRYAT YE'ARIM,קרית יערים,1137,3283,2554,17,2537,12,1782,0,0,0,0,1,57,0,0,0,0,0,0,0,74,0,97,2,0,0,0,17,1,0,0,0,0,2,0,0,492
6,1138,YA'AD,יעד,1138,556,405,0,405,47,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,10,10,131,0,0,0,199,0,0,0,0,0,0,0,0,0
6,1139,KARMI'EL,כרמיאל,1139,41395,24549,233,24316,955,780,348,6,3,0,7,839,6,24,5,2,6,0,7,206,5782,7569,443,10,2,0,6490,8,14,6,10,9,9,5,25,740
18,1140,MIDRESHET BEN GURION,מדרשת בן גוריון,1140,1142,817,4,813,127,1,4,0,0,0,0,32,0,3,0,0,0,0,0,4,16,74,232,1,0,0,317,0,1,0,0,0,0,0,0,1
12,1141,MEVO MODI'IM,מבוא מודיעים,1141,189,107,1,106,1,17,0,0,0,0,0,37,0,2,0,0,0,0,0,7,0,20,1,0,0,0,8,0,1,0,0,0,0,1,0,11
6,1143,NES AMMIM,נס עמים,1143,227,187,0,187,10,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,9,30,19,1,0,0,109,0,0,0,0,0,0,0,0,0
17,1145,ALUMMA,אלומה,1145,322,278,1,277,0,81,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,175
18,1146,ALUMIM,עלומים,1146,349,264,1,263,15,3,0,0,0,0,2,160,0,0,0,0,0,0,0,3,2,46,3,0,0,0,28,0,0,0,0,0,0,0,0,1
6,1147,NETU'A,נטועה,1147,242,183,1,182,11,0,0,0,0,0,12,6,0,0,0,0,0,0,0,7,5,78,3,0,0,0,35,0,0,0,0,0,0,0,0,25
19,1148,ZUR NATAN,צור נתן,1148,228,169,1,168,12,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,12,51,12,0,0,0,73,0,0,0,0,0,0,0,0,0
17,1149,EZER,עזר,1149,636,491,2,489,44,0,0,0,0,0,38,23,0,0,0,0,0,0,0,4,19,120,15,0,0,0,199,0,0,0,0,0,0,0,0,27
18,1150,ZOFAR,צופר,1150,341,246,0,246,13,0,1,0,0,0,26,3,0,0,0,0,0,0,0,0,10,7,22,0,0,0,163,0,0,1,0,0,0,0,0,0
18,1151,PARAN,פארן,1151,366,260,0,260,38,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,8,9,26,0,0,0,171,0,0,0,0,0,0,0,0,0
18,1152,ASHALIM,אשלים,1152,390,284,4,280,30,0,0,1,0,0,1,29,0,1,0,0,0,0,0,6,14,69,18,0,0,0,109,0,0,0,0,0,0,0,0,2
6,1153,#N/A,כישור,1153,122,96,0,96,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0,0,0,60,1,0,0,0,0,0,0,0,1
5,1155,MAGEN SHA'UL,מגן שאול,1155,384,308,0,308,13,1,0,1,0,0,2,16,0,1,0,0,0,0,0,8,11,164,6,0,0,0,75,1,0,0,0,0,0,0,0,9
18,1156,SAMAR,סמר,1156,227,149,1,148,15,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,64,0,0,0,60,0,0,0,0,0,0,0,0,0
17,1157,AHAWA,אחווה,1157,188,146,0,146,10,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,24,10,2,0,0,84,0,0,0,0,0,0,0,0,3
18,1158,YAHEL,יהל,1158,218,128,0,128,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,16,17,4,0,0,63,0,0,0,0,0,0,0,0,1
6,1160,SHEKHANYA,שכניה,1160,613,479,0,479,64,0,3,0,0,0,0,15,0,1,0,0,0,0,0,3,25,22,78,0,0,0,265,0,0,0,0,0,0,0,1,2
18,1161,RAHAT,רהט,1161,33204,19770,197,19573,454,11,15584,2,7,0,23,123,1,19,7,14,11,0,612,18,11,160,765,6,235,0,1272,7,5,11,8,18,23,17,18,131
5,1162,BET RIMMON,בית רימון,1162,388,326,1,325,13,3,1,0,0,0,0,236,0,0,0,0,0,0,0,23,1,27,3,0,0,0,16,0,0,0,0,0,0,1,0,1
6,1163,MORAN,מורן,1163,337,257,2,255,26,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,11,19,33,0,0,0,161,0,0,0,0,0,0,0,0,1
12,1165,SHILAT,שילת,1165,486,389,0,389,36,4,4,0,0,0,2,14,0,1,0,0,0,0,0,0,18,47,67,0,0,0,193,0,1,0,0,0,0,0,0,2
12,1166,KEFAR RUT,כפר רות,1166,189,159,0,159,15,2,0,0,0,0,58,12,0,0,0,0,0,0,0,5,1,15,7,0,0,0,43,0,0,0,0,0,0,0,0,1
9,1167,QESARYYA,קיסריה,1167,4878,3143,10,3133,172,18,8,0,0,0,0,99,0,2,1,0,0,0,0,18,150,786,244,0,0,0,1610,0,1,0,0,0,0,0,0,24
18,1169,#N/A,הוואשלה (שבט),1169,1057,535,7,528,1,0,486,0,1,0,2,1,0,0,0,1,0,0,1,0,0,4,2,1,0,0,25,0,0,0,0,0,1,0,0,2
18,1170,#N/A,סייד (שבט),1170,875,199,5,194,7,0,52,0,0,0,0,2,0,0,0,1,0,0,2,1,0,10,6,0,81,0,30,0,0,0,0,0,1,0,0,1
6,1171,LOTEM,לוטם,1171,507,356,0,356,32,0,5,1,0,0,0,11,0,1,0,0,0,0,0,2,5,23,63,0,0,0,210,1,0,0,0,0,0,0,0,2
6,1172,TUVAL,תובל,1172,371,252,0,252,59,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,8,11,77,0,0,0,88,0,0,0,0,0,0,0,0,0
6,1173,LAPPIDOT,לפידות,1173,129,96,0,96,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,48,1,0,0,0,21,0,0,0,0,0,0,0,0,10
6,1174,MANOF,מנוף,1174,652,475,0,475,52,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,19,18,89,0,0,0,291,0,0,0,0,0,0,0,0,0
18,1175,IDDAN,עידן,1175,296,180,1,179,24,0,0,0,0,0,23,3,0,0,0,0,0,0,0,1,8,10,21,0,0,0,89,0,0,0,0,0,0,0,0,0
18,1176,SAPPIR,ספיר,1176,321,205,2,203,21,2,0,0,0,0,2,30,1,1,0,0,0,0,0,7,9,38,9,0,1,0,82,0,0,0,0,0,0,0,0,0
18,1177,TELALIM,טללים,1177,322,219,0,219,39,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,7,32,19,0,0,0,108,0,0,0,0,0,0,0,0,3
6,1178,MORESHET,מורשת,1178,993,761,1,760,9,5,0,0,0,0,0,537,0,0,0,0,0,0,0,54,0,118,1,0,0,0,21,0,0,0,0,1,0,0,0,14
6,1179,QORANIT,קורנית,1179,627,474,0,474,56,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,15,34,105,0,0,0,256,0,0,0,0,0,0,0,0,0
6,1180,ZVIYYA,צביה,1180,267,184,1,183,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,33,0,0,0,111,0,0,0,0,0,0,0,0,0
6,1181,TAL-EL,טל-אל,1181,926,681,3,678,65,2,1,0,0,0,0,30,0,2,0,0,0,0,0,15,58,135,34,0,0,0,334,0,0,0,0,0,0,0,0,2
5,1182,ALLON HAGALIL,אלון הגליל,1182,828,641,0,641,63,0,1,0,0,0,7,11,0,0,0,0,0,0,0,1,13,22,157,0,0,0,366,0,0,0,0,0,0,0,0,0
6,1183,KELIL,כליל,1183,449,333,1,332,44,0,21,0,0,0,1,9,0,1,0,0,0,0,0,4,0,9,155,0,0,0,86,0,1,0,0,0,0,0,0,1
6,1184,MATTAT,מתת,1184,155,101,0,101,18,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,34,0,0,0,28,1,0,0,0,0,0,0,0,0
5,1186,HOSHA'AYA,הושעיה,1186,1351,1062,0,1062,45,2,0,1,0,0,1,574,1,0,0,0,0,0,0,15,6,192,9,2,0,0,194,0,0,0,0,0,0,0,0,20
6,1188,ESHHAR,אשחר,1188,608,475,0,475,90,4,1,0,0,0,0,106,0,0,0,0,0,0,0,1,20,49,31,0,0,0,172,1,0,0,0,0,0,0,0,0
4,1190,MIZPE NETOFA,מצפה נטופה,1190,637,479,1,478,29,6,0,0,0,0,1,313,0,0,0,0,0,0,0,18,6,63,5,0,0,0,33,0,0,0,0,0,0,0,2,2
3,1191,BAR YOHAY,בר יוחאי,1191,606,421,0,421,0,37,0,0,0,0,0,136,0,1,0,0,0,0,0,55,0,124,0,0,0,0,3,0,0,0,0,0,0,0,5,60
18,1192,AR'ARA-BANEGEV,ערערה-בנגב,1192,8377,4387,31,4356,38,2,3975,2,1,0,3,11,1,1,1,3,3,0,10,3,19,67,37,3,33,0,111,1,1,2,2,0,3,3,3,17
18,1195,NIZZANA (QEHILAT HINUH),ניצנה (קהילת חינוך),1195,240,83,0,83,6,0,4,0,0,0,1,12,0,0,1,0,0,0,0,0,8,13,2,0,0,0,35,0,0,0,0,1,0,0,0,0
18,1197,NE'OT SMADAR,נאות סמדר,1197,261,159,0,159,15,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,4,13,56,0,0,0,64,0,0,0,0,0,0,0,0,1
18,1198,KERAMIM,כרמים,1198,211,231,0,231,33,0,1,0,0,0,0,37,0,1,0,0,0,0,0,1,0,62,29,0,0,0,64,0,0,0,0,0,0,0,0,3
6,1199,ADI,עדי,1199,1490,1128,3,1125,64,4,1,0,0,0,0,39,0,3,1,0,0,0,0,3,71,201,37,0,0,0,699,0,0,0,0,0,0,0,0,2
12,1200,MODI'IN-MAKKABBIM-RE'UT,מודיעין-מכבים-רעות,1200,62167,47408,137,47271,3578,321,68,11,1,0,49,5223,4,52,1,1,4,0,2,581,2593,10791,2718,4,5,0,20289,11,15,6,4,7,3,4,21,904
6,1201,KAMMON,כמון,1201,529,393,2,391,41,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,6,15,110,0,0,0,209,0,0,0,0,0,0,0,0,0
6,1202,MIKHMANNIM,מכמנים,1202,358,263,0,263,24,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,9,24,55,0,0,0,144,0,0,0,0,0,0,0,0,0
6,1203,HARARIT,הררית,1203,343,253,0,253,23,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,15,77,0,0,0,126,0,0,0,0,0,1,0,0,0
6,1204,GILON,גילון,1204,889,664,0,664,48,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,44,78,75,0,0,0,400,1,0,0,0,0,1,0,0,1
6,1205,MANOT,מנות,1205,345,263,4,259,21,1,0,0,0,0,4,20,0,0,0,0,0,0,0,3,9,129,7,0,0,0,52,0,1,0,0,0,0,0,0,12
6,1206,GITTA,גיתה,1206,201,137,5,132,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,29,29,17,0,0,0,42,0,0,0,0,0,0,0,0,0
6,1207,LAVON,לבון,1207,431,326,1,325,18,0,1,0,0,0,0,7,0,0,0,0,0,0,0,4,21,76,30,0,0,0,168,0,0,0,0,0,0,0,0,0
6,1208,HILLA,הילה,1208,483,341,0,341,49,0,1,0,0,0,0,7,0,2,0,0,0,0,0,1,11,27,73,0,0,0,168,0,0,0,0,0,0,0,0,2
6,1209,HARASHIM,חרשים,1209,223,172,0,172,20,2,9,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,81,0,0,0,53,0,0,0,0,0,0,0,0,0
3,1210,KAHAL,כחל,1210,350,254,0,254,47,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,26,21,0,0,0,140,0,0,0,0,0,0,0,0,3
3,1211,QADDARIM,קדרים,1211,180,123,0,123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,25,0,0,0,62,0,0,0,0,0,0,0,0,0
3,1212,AMUQQA,עמוקה,1212,139,103,1,102,9,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,18,0,0,0,51,0,0,0,0,0,0,0,0,1
3,1213,ZIV'ON,צבעון,1213,150,120,2,118,8,1,1,1,1,0,1,7,0,1,0,0,0,0,0,0,5,8,49,0,0,0,35,0,0,0,0,0,0,0,0,0
4,1214,TEFAHOT,טפחות,1214,245,199,0,199,1,2,0,0,0,0,0,81,0,0,0,0,0,0,0,12,1,84,0,0,0,0,1,0,1,0,0,0,0,0,0,16
6,1219,GORNOT HAGALIL,גורנות הגליל,1219,164,106,0,106,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,47,1,0,0,0,31,0,0,0,0,0,0,0,0,14
6,1220,ABBIRIM,אבירים,1220,195,135,0,135,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,3,48,0,0,0,64,0,0,0,0,0,0,0,0,2
6,1221,ZURIT,צורית,1221,711,541,1,540,51,2,1,0,0,0,0,18,0,3,0,0,0,0,0,0,42,44,45,0,0,0,332,0,0,0,0,0,0,0,0,2
6,1222,MIZPE AVIV,"מצפה אבי""ב",1222,716,547,0,547,59,1,1,0,0,0,0,24,0,0,0,0,0,0,0,1,16,42,70,0,0,0,329,0,0,0,0,0,0,0,0,4
18,1223,SEDE AVRAHAM,שדי אברהם,1223,250,179,0,179,17,0,0,0,0,0,14,11,0,0,0,0,0,0,0,3,9,15,7,0,0,0,102,0,0,0,0,0,0,0,0,1
19,1224,KOKHAV YA'IR,כוכב יאיר,1224,7737,5825,12,5813,483,17,5,1,0,0,6,582,0,1,0,0,0,0,0,34,305,855,494,2,1,0,3002,1,0,1,0,0,0,0,0,23
6,1226,YUVALLIM,יובלים,1226,985,768,0,768,89,1,4,0,0,0,0,17,0,1,0,0,0,0,0,2,25,27,144,0,0,0,457,1,0,0,0,0,0,0,0,0
18,1227,YATED,יתד,1227,332,246,3,243,16,2,0,0,0,0,29,16,0,1,0,0,0,0,0,7,11,72,2,0,0,0,84,0,0,0,0,0,0,0,0,3
6,1228,RAQQEFET,רקפת,1228,787,640,3,637,64,0,2,0,0,0,0,19,0,0,0,0,0,0,0,3,24,75,83,1,0,0,362,0,0,1,0,0,0,0,0,3
4,1229,KALLANIT,כלנית,1229,186,154,0,154,2,4,0,0,0,0,1,17,0,0,0,0,0,0,0,5,1,105,0,0,0,0,1,0,0,0,0,0,0,0,1,17
4,1230,LIVNIM,לבנים,1230,324,226,0,226,19,4,1,0,0,0,14,8,0,0,0,0,0,0,0,7,9,74,12,0,0,0,75,0,0,0,0,0,0,0,0,3
18,1231,PERI GAN,פרי גן,1231,164,115,0,115,10,0,0,0,0,0,37,13,0,0,0,0,0,0,0,0,2,23,1,0,0,0,28,0,0,0,0,0,0,0,0,1
18,1232,YEVUL,יבול,1232,203,156,0,156,12,1,0,0,0,0,10,14,0,1,0,0,0,0,0,2,11,15,22,0,0,0,66,0,0,0,0,0,0,0,0,2
17,1233,SHEQEF,שקף,1233,277,222,0,222,30,0,0,2,0,0,13,9,0,0,0,0,0,0,0,2,7,30,21,0,0,0,108,0,0,0,0,0,0,0,0,0
18,1234,#N/A,קבועה (שבט),1234,739,408,4,404,1,0,359,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,0,36,0,0,0,0,0,0,1,0,0
6,1235,SHORASHIM,שורשים,1235,401,283,0,283,23,0,4,0,0,0,1,8,0,1,0,0,0,0,0,0,14,39,40,0,0,0,152,0,0,0,0,0,0,0,0,1
19,1236,NIRIT,נירית,1236,837,623,2,621,77,1,2,0,0,0,3,11,0,1,0,0,0,0,0,2,22,42,70,0,0,0,388,0,0,0,0,0,0,0,0,2
18,1237,TALME YOSEF,תלמי יוסף,1237,264,163,1,162,13,0,1,0,0,0,6,10,0,0,0,0,0,0,0,0,9,21,15,0,0,0,87,0,0,0,0,0,0,0,0,0
18,1238,SUFA,סופה,1238,183,111,0,111,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9,7,12,0,0,0,68,1,0,0,0,0,0,0,0,0
18,1239,HOLIT,חולית,1239,132,91,0,91,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,12,7,0,0,0,38,1,0,0,0,0,0,0,0,0
18,1240,EN HABESOR,עין הבשור,1240,725,553,0,553,60,0,0,0,0,0,19,33,0,0,0,0,0,0,0,6,30,75,45,0,0,0,277,0,0,0,0,0,1,0,0,7
18,1241,DEQEL,דקל,1241,265,170,0,170,21,0,0,0,0,0,18,7,1,0,0,0,0,0,0,1,4,37,5,0,0,0,76,0,0,0,0,0,0,0,0,0
17,1242,NETIV HAASARA,נתיב העשרה,1242,674,528,2,526,48,0,1,0,1,0,17,32,0,0,0,0,0,0,0,10,27,77,25,0,0,0,281,0,0,0,0,1,0,0,0,6
9,1243,QAZIR,קציר,1243,2224,1554,2,1552,169,7,29,1,0,0,2,45,0,2,0,0,0,0,0,12,132,244,202,0,0,0,689,1,2,0,0,1,1,1,0,12
5,1244,TIMRAT,תמרת,1244,1184,900,0,900,123,2,7,0,0,0,0,13,0,0,0,0,0,0,0,2,30,59,135,0,0,0,524,0,0,1,0,0,0,0,0,4
6,1245,SALLAMA,סלמה,1245,2212,1233,9,1224,7,3,851,0,0,0,0,0,0,0,1,0,0,0,3,3,0,28,8,0,0,0,195,0,1,0,0,3,0,0,0,121
6,1246,ARAMSHA,עראמשה,1246,1020,309,3,306,27,1,182,0,0,0,0,2,0,1,0,0,0,0,0,0,1,16,8,0,0,0,48,0,1,0,2,2,0,0,0,15
9,1247,HARISH,חריש,1247,5749,4292,12,4280,126,128,35,0,1,0,4,762,0,7,0,0,1,0,2,219,360,1052,106,0,0,0,931,1,2,1,0,0,1,1,6,534
18,1248,ELIFAZ,אליפז,1248,111,68,0,68,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,5,11,0,0,0,38,0,0,0,0,0,0,0,0,0
6,1249,HARDUF,הרדוף,1249,412,322,9,313,51,1,14,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,140,1,0,0,100,0,0,0,0,0,0,0,0,0
18,1251,EN TAMAR,עין תמר,1251,144,79,0,79,1,0,0,0,0,0,16,4,0,0,0,0,0,0,0,1,1,14,1,0,0,0,41,0,0,0,0,0,0,0,0,0
3,1252,KORAZIM,כורזים,1252,339,225,0,225,32,5,1,0,0,0,2,10,0,0,0,0,0,0,0,1,11,26,32,0,0,0,105,0,0,0,0,0,0,0,0,0
4,1253,AMNUN,אמנון,1253,268,197,0,197,22,3,0,0,0,0,1,16,0,1,0,0,0,0,0,3,15,74,10,0,0,0,44,0,0,0,0,0,0,0,2,6
2,1254,NATAF,נטף,1254,356,281,1,280,44,0,8,0,1,0,0,8,0,0,0,0,0,0,0,0,2,4,128,0,0,0,84,1,0,0,0,0,0,0,0,0
18,1255,LOTAN,לוטן,1255,159,90,0,90,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,27,2,0,0,41,0,0,0,0,0,0,0,0,0
6,1256,ASHERAT,אשרת,1256,419,296,2,294,22,4,0,1,0,0,0,16,0,2,0,0,0,0,0,4,20,151,6,1,0,0,60,0,0,0,0,0,0,0,0,7
5,1257,HANNATON,חנתון,1257,529,401,1,400,52,1,3,1,0,0,0,14,0,1,0,0,0,0,0,2,13,73,53,0,0,0,186,0,0,0,0,0,0,0,0,1
4,1258,MASSAD,מסד,1258,384,268,0,268,74,0,0,0,0,0,2,6,0,1,0,0,0,0,0,5,6,29,16,0,0,0,128,0,0,0,0,0,0,0,1,0
2,1259,NEWE SHALOM,נווה שלום,1259,213,168,0,168,18,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,2,0,10,0,0,0,0,0,0,0,0,0
18,1260,RETAMIM,רתמים,1260,216,180,0,180,14,0,0,0,0,0,0,114,0,0,0,0,0,0,0,10,0,19,2,0,0,0,21,0,0,0,0,0,0,0,0,0
18,1261,HAR AMASA,הר עמשא,1261,107,70,0,70,10,0,1,0,0,0,2,5,0,1,0,0,0,0,0,1,6,9,14,0,0,0,21,0,0,0,0,0,0,0,0,0
18,1262,ZUQIM,צוקים,1262,178,130,0,130,11,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,9,38,0,0,0,65,0,0,0,0,0,0,0,0,0
6,1263,KEFAR WERADIM,כפר ורדים,1263,4673,3312,12,3300,327,6,31,1,1,0,3,118,0,2,0,0,1,0,0,30,185,430,445,1,0,0,1702,0,0,1,0,0,0,0,3,13
12,1264,KARME YOSEF,כרמי יוסף,1264,1420,1075,1,1074,91,6,3,0,0,0,9,31,0,1,0,0,0,0,0,2,47,130,168,0,0,0,583,0,0,0,0,0,0,1,0,2
18,1265,SHOMERIYYA,שומריה,1265,336,279,1,278,1,52,0,0,0,0,0,181,0,0,0,0,0,0,0,28,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,4
18,1266,SHAHARUT,שחרות,1266,118,69,0,69,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,17,0,0,0,31,0,0,0,0,0,0,0,0,0
18,1268,METAR,מיתר,1268,6968,5184,11,5173,434,12,32,2,0,0,5,626,1,6,0,0,0,0,0,65,230,1303,263,2,2,0,2110,3,1,0,0,0,0,0,2,74
18,1271,LEHAVIM,להבים,1271,4915,3729,9,3720,384,8,48,0,1,0,8,162,0,3,0,0,0,0,0,23,161,834,280,0,0,0,1784,0,0,0,0,0,0,0,1,23
6,1272,HALUZ,חלוץ,1272,412,272,0,272,29,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,4,16,71,0,0,0,142,0,0,0,0,0,0,0,0,1
5,1274,GAN NER,גן נר,1274,2106,1502,15,1487,98,5,3,0,0,0,8,78,0,2,0,0,0,0,0,6,63,533,60,0,0,0,606,0,0,0,0,0,0,0,1,24
6,1275,AVTALYON,אבטליון,1275,305,233,0,233,17,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,7,17,36,0,0,0,135,0,0,0,0,0,0,0,0,0
18,1280,NIZZANE SINAY,ניצני סיני,1280,202,121,0,121,16,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,7,18,7,0,0,0,54,0,0,0,0,0,0,0,0,1
5,1282,MERAV,מירב,1282,379,285,0,285,3,1,0,0,0,0,0,213,0,0,0,0,0,0,0,6,0,37,3,0,0,0,16,0,0,0,0,1,0,1,0,4
5,1283,TEL TE'OMIM,תל תאומים,1283,328,233,0,233,5,1,1,0,0,0,0,33,0,1,0,0,0,0,0,9,0,145,0,0,0,0,14,0,2,0,0,0,0,1,0,21
8,1284,NOFIT,נופית,1284,2008,1513,1,1512,122,4,1,0,0,0,1,24,0,2,0,0,0,0,0,5,86,196,118,1,0,0,946,0,0,0,0,0,0,0,1,5
3,1285,KARKOM,כרכום,1285,462,318,1,317,37,0,0,0,0,0,1,13,0,1,0,0,0,0,0,2,9,62,12,0,0,0,173,1,0,0,0,0,0,0,2,4
