_id,settlement name,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
963,face friend,3723,192,166,0,166,1,0,0,0,0,0,52,0,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,90,0,1
964,peaks,3659,957,828,3,825,2,1,0,0,0,0,500,0,0,0,0,1,0,122,0,1,0,0,0,2,0,0,3,189,0,4
965,Misleading,535,2425,1358,15,1343,117,0,1013,0,0,1,1,0,0,0,0,7,8,12,159,0,0,2,7,3,0,0,5,1,0,7
966,times 5777,2059,330,267,3,264,23,3,0,0,0,0,8,0,0,0,0,17,2,109,4,0,0,0,0,12,0,0,3,11,0,72
967,Fetzel,3615,225,176,0,176,36,0,0,0,0,0,38,0,0,0,0,14,1,58,0,0,0,0,0,25,0,0,4,0,0,0
968,Paki'in (Bukiyeh),536,4011,2616,15,2601,316,0,791,0,0,0,1,1,0,0,0,307,794,16,50,0,0,0,3,87,0,1,11,1,1,221
969,New bankruptcy,281,281,207,0,207,19,2,0,0,0,0,7,0,0,0,0,11,0,88,0,0,0,0,0,3,0,0,1,10,0,66
970,Pardes Hana,7800,26651,19087,185,18902,5199,117,65,5,0,6,1157,1,0,0,0,1810,743,5248,1258,11,3,2,4,1900,3,14,292,212,20,832
971,paradise,171,4716,3693,16,3677,1302,16,0,0,0,1,194,0,0,0,0,459,30,721,147,1,1,0,0,651,0,0,52,60,0,42
972,separated,599,326,239,1,238,140,2,1,0,0,0,11,0,0,0,0,19,0,16,22,0,0,0,0,24,0,0,0,1,2,0
973,Parson,2053,302,228,1,227,28,0,0,0,0,0,23,0,0,0,0,25,1,124,2,0,1,0,0,9,0,0,0,8,0,6
974,garden fruit,1231,152,114,0,114,30,0,0,0,0,0,15,0,0,0,0,16,0,38,0,0,0,0,0,10,0,0,3,0,0,2
975,Petah Tikva,7900,177367,125633,1223,124410,22103,4810,85,8,7,29,13319,12,1,0,4,11846,8362,35013,2491,72,13,14,9,14661,15,65,1224,3227,74,6946
976,its openings,839,633,495,1,494,75,1,0,0,0,0,30,0,0,0,0,86,7,177,12,0,0,0,0,63,0,0,2,10,0,31
977,onions,413,374,284,0,284,158,0,1,0,0,0,5,0,0,0,0,11,11,13,44,0,0,0,0,32,0,0,8,0,0,1
978,Deer,1180,233,179,0,179,86,0,0,0,0,0,3,0,0,0,0,10,0,6,31,0,0,1,0,40,0,0,2,0,0,0
979,Tsova,465,633,435,2,433,307,1,1,0,0,0,9,0,0,0,0,20,1,19,28,3,0,0,0,38,1,4,1,0,0,0
980,snoring,1136,397,271,2,269,45,0,0,0,0,0,19,0,0,0,0,28,1,112,11,0,0,0,0,29,0,0,2,7,1,14
981,scouts,3791,1104,928,5,923,57,5,0,0,0,0,387,0,0,0,0,56,12,272,8,1,0,0,0,57,0,1,17,40,1,9
982,scout,198,763,600,0,600,318,1,2,0,0,0,17,0,0,0,0,27,5,54,74,0,0,1,0,91,0,1,8,0,0,1
983,horn,1150,312,248,1,247,168,0,0,0,0,0,7,0,0,0,0,8,3,11,17,0,0,0,0,28,1,0,4,0,0,0
984,sea ​​cliffs,1102,163,124,0,124,61,1,0,0,0,0,5,0,1,0,0,3,0,21,18,1,0,0,0,11,0,0,0,2,0,0
985,cliffs,1262,135,107,3,104,50,0,0,0,0,1,5,0,0,0,0,5,1,10,19,0,0,0,0,9,0,0,4,0,0,0
986,Tzur Hadassah,1113,3779,2970,7,2963,810,12,12,0,0,0,211,0,0,0,0,233,102,786,274,1,0,0,0,418,1,0,34,23,2,44
987,Contact Isaac,1345,2072,1845,5,1840,679,5,1,0,0,0,113,0,0,0,0,158,31,279,92,1,0,1,0,425,0,0,27,11,1,16
988,Tzur Moshe,276,1682,1338,2,1336,663,7,2,0,0,1,47,0,0,0,0,104,2,137,85,1,0,0,0,264,0,0,10,5,1,7
989,Tzur Natan,1148,215,171,2,169,53,0,0,0,0,0,13,0,0,0,0,15,2,44,5,0,0,0,0,32,0,0,4,0,0,1
990,Zuriel,774,256,199,0,199,26,1,0,0,0,0,11,0,0,0,0,15,2,114,1,0,0,0,0,10,0,0,1,4,1,13
991,formal,1221,567,464,1,463,241,2,0,0,0,0,23,0,0,0,0,21,8,37,28,1,0,1,0,91,0,0,5,2,0,3
992,birds,613,588,458,3,455,201,2,0,0,0,0,24,0,1,0,0,24,9,57,42,0,0,0,0,84,0,1,9,1,0,0
993,cell phone,796,575,439,9,430,24,3,0,0,0,0,42,0,0,0,0,53,2,235,5,0,0,0,0,17,0,0,2,19,0,28
994,Sandal,636,1098,745,1,744,2,0,736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0
995,ornithology,594,444,395,3,392,9,5,0,0,0,0,185,0,0,0,0,20,0,91,2,0,0,0,0,23,0,0,4,43,0,10
996,hornbills,1079,282,205,1,204,56,2,0,0,0,1,7,0,0,0,0,27,6,44,28,0,0,0,0,9,0,2,5,2,0,15
997,Zefat,8000,21978,14278,187,14091,672,1404,166,0,0,3,1008,1,1,0,1,663,1122,4019,63,10,2,10,8,404,1,22,158,2273,5,2075
998,pure,612,662,523,2,521,115,13,0,0,0,0,34,0,0,0,1,78,7,170,15,0,0,0,0,45,0,1,8,23,0,11
999,wasp,567,814,539,0,539,346,1,15,0,0,0,9,0,0,0,0,10,0,19,91,0,0,0,2,40,0,0,6,0,0,0
1000,fixed (tribe),1234,616,206,3,203,32,1,125,0,0,0,1,0,2,0,0,0,0,4,0,0,1,0,14,1,0,1,2,17,1,1
1001,Yavneh Group,334,637,476,0,476,74,0,2,0,0,0,205,0,0,0,0,20,3,70,9,6,0,0,0,70,0,0,5,10,0,2
1002,Ancients,3557,2382,2053,8,2045,5,12,0,0,0,0,1332,0,0,0,0,13,14,410,2,0,0,0,0,6,0,2,3,228,0,18
1003,"Come on, Zoran",195,13273,10329,56,10273,3293,33,10,1,0,2,507,2,0,0,0,950,295,2108,480,4,0,0,0,1861,4,5,127,101,12,478
1004,In front of a deer,4025,306,222,1,221,96,0,0,0,0,0,15,0,0,0,0,12,6,39,5,0,0,0,0,42,0,0,6,0,0,0
1005,potter,3781,822,660,4,656,38,3,0,0,0,2,88,0,0,0,0,48,7,373,1,2,0,0,0,40,0,0,21,14,0,19
1006,Kedron,615,1077,867,1,866,474,4,1,0,0,0,22,0,0,0,0,50,4,57,74,0,0,0,0,156,1,2,14,2,0,5
1007,potters,1211,127,87,0,87,43,0,0,0,0,0,1,0,0,0,0,6,0,10,16,0,0,0,0,9,0,0,1,1,0,0
1008,Kudeirat a-Tsana (sh,964,1108,386,4,382,16,0,350,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,7,0,2,0,2,1,0,0
1009,Kwa'in (tribe),972,413,309,0,309,1,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1010,independence,766,233,135,1,134,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1011,thyme,1179,570,444,0,444,223,0,0,0,0,0,6,0,0,0,0,19,2,38,83,0,0,0,0,71,0,0,2,0,0,0
1012,incense,1052,447,225,0,225,110,1,3,0,0,0,8,0,0,0,0,12,12,10,45,0,0,0,0,20,0,0,4,0,0,0
1013,Caesarea,1167,4228,2859,11,2848,1072,4,7,0,0,0,120,0,0,0,0,190,37,649,204,0,0,0,0,487,0,1,53,11,1,12
1014,cobs,414,323,250,1,249,92,0,2,0,0,0,9,0,0,0,0,14,1,43,27,1,0,0,0,19,0,0,1,13,0,27
1015,toasting,3601,330,255,1,254,72,0,0,0,0,0,47,0,0,0,0,29,3,35,7,3,0,0,0,49,0,0,8,1,0,0
1016,Kalanswa,638,12163,8610,54,8556,71,3,8258,1,0,0,8,0,0,0,7,13,4,42,101,0,0,2,34,3,0,4,0,1,0,4
1017,slingshot,4024,156,95,2,93,33,0,0,0,0,0,6,0,0,0,0,7,6,17,2,0,0,0,1,15,0,0,6,0,0,0
1018,harvesting,1243,1964,1386,11,1375,537,3,8,0,0,0,65,0,0,0,0,114,99,191,143,1,0,0,1,158,0,0,41,5,2,7
1019,short a-ser,1347,599,355,2,353,4,0,315,0,0,0,1,0,1,0,4,1,0,3,7,0,0,1,10,1,0,0,1,0,0,4
1020,Katzrin,4100,5769,3556,48,3508,463,12,6,0,0,2,400,0,0,0,0,384,651,900,48,5,2,0,0,321,1,2,85,138,5,83
1021,Kiryat Ono,2620,26750,20608,154,20454,7208,103,32,0,0,5,1052,3,0,0,0,1797,446,4176,1223,9,4,1,2,3458,2,14,191,208,15,505
1022,Kiryat Arba,3611,4492,3340,21,3319,30,11,1,0,0,0,1141,0,0,0,0,47,159,834,10,2,0,5,0,15,0,1,21,1006,2,34
1023,Kiryat Ata,6800,44765,29977,358,29619,4353,678,19,2,1,2,2178,9,4,0,0,3359,2519,10496,262,6,4,7,1,2654,3,17,331,801,24,1889
1024,Kiryat Bialik,9500,33918,22962,237,22725,5715,326,13,2,0,2,900,0,2,0,0,2549,1831,6703,413,6,1,6,3,3205,7,14,273,147,19,588
1025,Kiryat Gat,2630,39712,26860,377,26483,1890,1548,5,4,2,4,1350,6,3,0,1,1888,3283,10307,158,6,6,9,2,1647,5,21,231,1181,22,2904
1026,Kiryat Tiv'on,2300,13176,9525,58,9467,4295,130,58,0,0,4,330,0,1,0,0,613,135,1296,1120,11,7,2,0,1234,3,3,103,73,7,42
1027,Kiryat Yam,9600,36085,21403,340,21063,2924,192,10,2,0,3,951,1,2,0,2,2455,3613,7245,192,4,7,2,1,2240,9,15,258,246,14,675
1028,Kiryat Yaarim,1137,2388,1823,23,1800,17,1248,0,0,0,0,41,0,0,0,0,13,1,79,5,2,0,0,0,3,0,3,6,141,0,241
1029,Kiryat Motzkin,8200,35487,24495,262,24233,5715,110,16,4,3,1,1430,6,2,0,1,2791,2252,6772,409,10,1,6,1,3593,5,12,278,204,28,583
1030,Kiryat Malachi,1034,16023,10897,155,10742,606,117,4,0,0,1,756,1,2,0,0,941,257,4396,32,2,4,8,0,324,3,12,90,1706,8,1472
1031,Kiryat Natafim,3746,352,306,0,306,1,3,0,0,0,0,174,0,0,0,0,11,3,88,0,0,0,0,0,3,0,0,1,18,0,4
1032,Kiryat Anevim,78,293,229,0,229,129,0,1,0,0,0,8,0,0,0,0,13,1,12,29,0,0,0,0,30,0,0,4,0,1,1
1033,Kiryat Ekron,469,8022,5813,66,5747,551,42,7,1,0,2,418,1,0,0,1,809,184,2569,62,4,4,1,1,331,0,2,67,259,4,427
1034,Kiryat Shmona,2800,18357,11338,102,11236,1091,44,20,2,1,0,936,1,0,0,0,1807,1187,4367,136,6,1,5,5,428,2,10,159,213,14,801
1035,Horns of Samaria,3640,4757,3690,28,3662,87,24,0,0,0,0,1682,0,0,0,0,99,164,1107,13,6,0,3,0,61,0,2,54,277,1,82
1036,Rainbow,4006,379,299,2,297,4,2,0,0,0,0,189,0,0,0,0,1,0,28,0,0,0,0,0,1,0,0,2,69,0,1
1037,Rama,543,5935,3580,66,3514,505,1,1981,0,0,0,2,0,0,0,0,261,143,195,189,0,0,1,15,26,0,2,6,3,1,183
1038,Ras al-Ain,1334,232,140,2,138,11,0,121,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0
1039,Ras Ali,990,328,205,3,202,21,0,166,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,3,0,0,0,1,0,0,0
1040,Rosh HaAyin,2640,30473,23844,160,23684,4526,519,19,0,1,4,1628,0,0,0,0,2558,460,8276,576,12,2,3,1,2290,1,10,281,976,21,1520
1041,Rosh Pina,26,2170,1620,4,1616,615,6,7,0,0,0,103,0,0,0,0,107,23,300,181,0,1,0,2,176,0,1,30,45,3,16
1042,Tzorim head,3602,461,412,1,411,3,1,1,0,0,0,315,0,0,0,0,10,1,62,0,1,0,0,0,4,0,0,1,9,1,2
1043,Rishon Lezion,8300,195958,138998,1188,137810,31492,924,86,8,3,26,7235,10,13,0,5,15780,9485,41394,2939,31,16,16,5,19953,26,68,1821,2258,121,4095
1044,myriad,3795,787,716,1,715,0,5,0,0,0,0,546,0,0,0,0,0,1,67,0,0,0,0,0,1,0,0,1,92,0,2
1045,strata,564,501,383,1,382,155,1,1,0,0,0,7,0,0,0,0,8,3,12,153,0,0,0,0,26,0,0,14,0,0,2
1046,many,354,678,451,0,451,276,0,1,0,0,1,22,1,0,0,0,21,17,23,49,1,1,0,0,28,0,0,10,0,0,0
1047,rugby,390,829,637,3,634,363,1,0,0,0,0,20,0,0,0,0,26,10,70,39,0,0,0,0,95,0,0,4,0,0,6
1048,Regevs,444,379,261,2,259,164,0,1,0,0,0,5,0,0,0,0,17,2,12,39,0,0,0,0,14,0,0,2,3,0,0
1049,trough,1161,26511,15422,177,15245,311,3,13512,4,5,5,25,3,2,0,96,124,16,89,568,6,11,12,201,103,10,26,11,21,13,68
1050,Welfare,2051,413,332,0,332,14,2,0,0,0,0,38,0,0,0,0,31,4,170,0,0,0,0,0,8,0,0,1,13,0,51
1051,saturation,2016,221,152,2,150,5,5,0,0,0,0,13,0,0,0,0,26,0,68,1,0,0,1,0,1,0,0,1,1,0,28
1052,Ruhama,362,457,305,4,301,168,0,0,0,0,0,11,0,0,0,0,7,2,5,80,0,0,0,0,25,0,0,2,0,0,1
1053,Romana,539,622,498,5,493,2,0,480,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,6,0,0,0,0,0,0
1054,Romet Heev,997,1191,466,14,452,111,0,181,0,0,1,3,0,0,0,3,32,4,11,27,0,0,1,4,34,0,0,0,0,2,38
1055,Roy,3619,190,154,0,154,31,0,0,0,0,0,54,0,0,0,0,7,2,33,3,0,0,0,0,19,0,0,2,2,0,1
1056,Street,854,283,221,4,217,10,0,0,0,0,0,10,0,0,0,0,21,4,119,0,0,0,0,0,8,0,0,4,6,0,35
1057,streets,8400,98300,69985,603,69382,14317,2487,106,2,2,12,5793,2,0,0,1,6094,3651,18859,2612,40,9,16,9,8166,12,45,712,3050,53,3332
1058,Rachel,3822,213,199,0,199,0,0,0,0,0,0,142,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,1,28,0,0
1059,Rhiannia,540,881,496,3,493,234,0,46,0,0,0,0,0,0,0,0,92,1,7,25,0,0,0,2,79,0,1,6,0,0,0
1060,basil,3568,131,100,1,99,29,0,0,0,0,0,18,0,0,0,0,8,0,20,4,0,0,0,0,11,0,1,8,0,0,0
1061,Reina,542,10217,6537,68,6469,168,2,6066,2,0,0,1,0,0,0,5,44,3,75,56,0,0,1,23,4,0,4,1,2,3,9
1062,pomegranates,3565,454,317,2,315,20,0,0,0,0,0,53,0,0,0,0,20,11,164,1,0,0,0,0,16,0,0,11,10,0,9
1063,Rintia,616,683,541,2,539,153,6,1,0,0,0,15,0,0,0,0,90,6,144,31,0,0,0,0,59,0,0,17,6,0,11
1064,ridges,922,5461,4691,55,4636,66,2011,0,0,0,0,98,0,0,0,0,71,41,357,3,0,0,1,0,58,0,0,10,166,0,1754
1065,Ram-on,1069,572,459,3,456,276,3,0,0,0,0,11,0,0,0,0,29,3,41,21,3,0,0,0,64,0,0,3,0,0,2
1066,The return levels,206,1050,808,4,804,436,4,0,0,0,0,19,0,0,0,0,30,2,84,102,0,0,0,0,117,0,0,3,5,1,1
1067,Ramot Meir,735,522,385,1,384,151,1,1,0,0,0,37,0,0,0,0,37,4,45,30,0,0,0,0,60,0,0,2,9,1,6
1068,Ramot Menashe,445,780,620,1,619,310,1,1,0,0,2,6,0,0,0,0,16,3,19,158,2,0,0,0,82,0,0,17,1,0,1
1069,Ramot Naftali,372,421,305,2,303,102,3,0,0,0,0,4,0,0,0,0,45,5,78,14,0,0,0,0,30,0,1,9,7,0,5
1070,levels,4702,419,324,0,324,171,0,1,0,0,0,9,0,0,0,0,20,3,29,12,1,0,0,0,61,0,1,14,1,1,0
1071,Ramla,8500,52690,34081,611,33470,2692,357,4994,7,3,6,1372,10,2,0,2,2843,1970,13325,347,5,8,11,68,1506,9,48,261,607,28,2989
1072,Ramat Gan,8600,123618,85727,601,85126,26515,834,196,5,5,16,5134,5,3,0,1,8288,2167,19542,5238,42,7,6,8,12152,8,42,978,1205,68,2661
1073,Ramat David,135,347,269,2,267,173,0,1,0,1,1,8,0,0,0,0,10,1,16,29,0,0,0,0,23,0,0,2,2,0,0
1074,the level of the conqueror,184,621,484,1,483,295,0,2,0,0,0,10,0,0,0,0,16,2,16,82,1,0,0,0,52,0,1,4,1,0,1
1075,Judge level,335,689,494,0,494,238,0,0,0,0,0,8,0,0,0,0,28,4,25,120,1,0,0,0,66,0,0,3,0,1,0
1076,Ramat Hasharon,2650,35514,26747,112,26635,11767,650,57,0,1,5,740,1,0,0,0,1606,287,4223,2392,7,0,1,4,3902,1,15,216,249,13,498
1077,Ramat Yohanan,178,792,563,2,561,380,1,1,0,0,0,20,0,0,0,0,16,8,30,53,0,0,0,0,37,0,0,13,2,0,0
1078,Ramat Yishai,122,5433,4213,17,4196,1562,4,2,0,0,0,234,0,1,0,0,393,67,873,196,1,0,0,0,718,0,0,49,53,2,41
1079,fulfillment level,4701,420,354,2,352,3,1,0,0,0,0,220,0,0,0,0,5,0,75,2,1,0,0,0,4,0,0,3,37,0,1
1080,Ramat Zvi,339,395,329,0,329,183,2,1,0,0,0,19,0,0,0,0,15,7,27,17,0,0,0,0,51,0,0,4,2,0,1
1081,Ramat Raziel,460,449,338,4,334,108,2,5,0,0,2,21,0,0,0,0,23,6,59,57,0,0,1,0,38,0,0,3,5,0,4
1082,Ramat Rachel,127,322,259,0,259,136,0,0,1,0,0,8,0,0,0,0,9,2,24,29,0,0,0,0,38,0,0,10,1,1,0
1083,Renan,789,386,284,2,282,87,0,0,0,0,0,9,0,0,0,0,52,9,88,2,0,0,0,0,30,0,0,3,0,0,2
1084,are bad,713,348,279,0,279,198,0,0,0,0,0,3,0,0,0,0,7,3,11,30,0,0,0,0,22,0,0,5,0,0,0
1085,fresh,8700,60923,43102,260,42842,14117,515,47,3,4,9,4673,2,4,0,3,2884,634,9190,2345,16,5,5,4,6076,4,15,416,974,15,882
1086,cyclamen,1228,629,537,0,537,278,1,2,0,0,0,21,0,0,0,0,30,2,49,56,0,0,0,0,94,0,0,1,2,1,0
1087,Rashpon,247,894,682,2,680,356,1,2,0,0,0,10,0,0,0,0,32,6,71,67,0,0,0,0,118,0,0,14,2,0,1
1088,Resheph,437,391,311,1,310,176,0,0,0,0,0,9,0,0,0,0,10,4,9,65,0,0,0,0,24,0,0,13,0,0,0
1089,harnesses,1260,202,177,0,177,14,0,0,0,0,0,114,0,0,0,0,8,0,23,2,0,0,0,0,7,0,0,3,5,0,1
1090,rest of the settlement,324,400,321,0,321,124,0,0,0,0,1,11,0,0,0,0,36,1,57,19,0,0,0,0,57,0,0,13,1,1,0
1091,Shavei Tzion,282,742,543,0,543,253,0,1,0,0,0,25,0,0,0,0,45,2,82,29,0,0,0,0,87,0,1,12,2,0,4
1092,Shavi Samaria,3571,520,409,1,408,0,6,0,0,0,0,157,0,0,0,0,3,6,106,3,0,0,0,0,2,0,0,1,120,0,4
1093,Shabli - Umm Al-Ganam,913,3586,2126,19,2107,199,0,1756,1,1,0,4,0,1,0,4,40,31,4,25,0,0,0,23,7,0,2,1,3,2,3
1094,Segev-Shalom,1286,3761,1950,29,1921,30,0,1679,0,0,2,4,0,1,0,3,19,2,16,89,0,1,2,28,5,0,5,2,2,1,30
1095,Sde Ilan,721,367,304,0,304,12,5,0,0,0,0,159,0,0,0,0,23,3,75,1,1,0,0,0,17,0,0,1,4,0,3
1096,Sde Eliyahu,304,594,393,0,393,22,2,0,0,0,0,201,0,0,0,0,18,1,107,6,2,0,0,0,23,0,0,3,8,0,0
1097,Eliezer Field,861,597,454,3,451,117,3,0,0,0,0,32,0,0,0,0,46,9,142,17,0,0,0,1,54,0,3,13,10,0,4
1098,Sde Boker,885,395,262,1,261,172,0,0,0,0,0,5,0,0,0,0,7,6,8,34,1,0,0,0,23,0,0,5,0,0,0
1099,Field of David,36,295,203,4,199,19,1,0,0,0,0,4,0,0,0,0,17,0,118,1,0,0,0,0,9,0,0,2,0,0,28
1100,Warburg Field,284,945,767,2,765,413,1,0,0,0,0,20,0,0,0,0,35,5,72,95,0,0,0,0,110,0,0,14,0,0,0
1101,Sde Yoav,293,274,223,0,223,118,0,0,0,0,0,5,0,0,0,0,2,2,9,67,0,0,0,0,19,0,0,1,0,0,0
1102,Sde Jacob,142,562,473,0,473,36,3,0,0,0,0,246,0,0,0,0,28,2,83,10,1,0,0,0,41,0,0,1,20,1,1
1103,Yitzhak Field,2008,366,271,1,270,109,0,0,0,0,0,12,0,0,0,0,27,1,48,20,0,0,0,0,49,0,0,2,2,0,0
1104,Field of Moses,18,380,299,4,295,120,1,0,0,0,0,10,0,0,0,0,25,3,74,12,0,0,0,0,44,0,0,3,1,0,2
1105,Sde Nahum,259,362,269,2,267,125,0,1,0,0,1,10,0,1,0,0,21,8,30,10,0,0,0,0,53,0,0,7,0,0,0
1106,Sde Nehemiah,329,641,502,0,502,251,1,0,0,0,0,16,0,0,0,0,62,9,49,36,0,0,0,0,54,0,1,17,1,0,5
1107,Field Nitzan,1058,323,180,0,180,110,0,2,0,0,0,8,0,0,0,0,8,0,17,19,0,0,0,0,15,0,0,0,0,0,1
1108,Uzziah Field,739,884,704,4,700,31,8,0,0,0,0,26,0,0,0,0,234,5,305,0,0,0,0,0,14,0,1,11,28,1,36
1109,Deer field,2049,357,280,4,276,58,1,0,0,0,0,13,0,0,0,0,29,4,98,16,0,0,0,0,19,0,0,4,8,0,26
1110,Sea fields,327,637,518,0,518,344,8,3,0,0,0,14,0,0,0,0,19,2,35,44,0,0,0,1,38,0,0,7,1,2,0
1111,Fields of Micah,27,267,196,1,195,10,2,0,0,0,0,6,0,0,0,0,29,4,80,0,0,0,0,0,1,0,0,2,8,0,53
1112,Abraham's demons,1223,226,166,1,165,74,0,0,0,0,0,15,0,0,0,0,13,2,21,4,0,0,0,0,30,0,0,4,1,0,1
1113,I'm greedy,2015,694,567,2,565,230,0,0,0,0,2,23,0,0,0,0,53,9,80,49,0,0,0,0,98,0,0,19,0,0,2
1114,Demons of donations,2057,341,231,0,231,9,2,0,0,0,0,15,0,0,0,0,33,3,148,0,0,0,0,0,4,0,3,3,3,0,8
1115,that pretended,555,353,278,0,278,130,0,3,0,0,0,6,0,0,0,0,15,1,30,31,1,0,0,0,56,0,0,3,0,0,2
1116,that the figure of a bee,306,448,369,1,368,197,0,0,0,0,0,12,0,0,0,0,26,1,34,24,0,0,0,0,59,1,0,12,2,0,0
1117,that a figure is sick,3578,321,263,0,263,1,2,0,0,0,0,198,0,0,0,0,1,0,26,1,0,0,0,0,0,0,0,4,30,0,0
1118,Sderot,1031,17460,10924,157,10767,806,143,18,0,0,4,1181,1,0,0,1,715,1275,4614,96,1,0,1,3,381,4,10,103,560,10,840
1119,vacuum cleaner,741,425,337,0,337,108,4,1,0,0,0,16,0,0,0,0,28,7,74,35,0,0,0,0,52,0,0,3,4,0,5
1120,captive,761,372,299,3,296,4,4,0,0,0,0,40,0,0,0,0,27,2,153,0,0,0,0,0,1,0,0,3,47,0,15
1121,trail,394,528,390,2,388,195,0,4,0,0,0,9,0,0,0,0,5,4,20,107,0,0,0,0,41,0,0,1,2,0,0
1122,onyx,1304,13852,11170,40,11130,3491,29,8,0,0,3,1252,2,0,0,0,952,97,2364,444,5,1,0,1,2129,1,4,112,117,3,115
1123,keeper,614,282,201,3,198,15,2,0,0,0,0,13,0,0,0,0,33,2,92,1,0,0,0,0,8,0,0,4,3,0,25
1124,Sumaria,1265,263,231,0,231,0,0,0,0,0,0,91,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,128,0,0
1125,Shukda,415,200,163,1,162,0,0,0,0,0,0,48,0,1,0,0,9,1,65,0,0,0,0,0,1,0,0,1,18,0,18
1126,root,456,827,652,5,647,280,2,0,1,0,0,30,0,0,0,0,47,11,113,64,0,0,0,0,89,0,0,4,2,0,4
1127,roots,1235,358,273,2,271,136,1,1,0,0,0,13,0,0,0,0,11,2,41,24,0,0,0,1,34,0,0,5,0,0,2
1128,lily of the valley,224,467,338,2,336,66,2,0,0,0,0,19,1,0,0,0,59,1,100,9,0,0,0,0,36,0,0,13,6,1,23
1129,interwoven,527,261,199,2,197,35,5,0,0,0,0,7,0,0,0,0,27,2,100,0,0,0,0,0,10,0,0,1,1,0,9
1130,Dawn,7,461,340,2,338,83,5,0,0,0,0,15,0,0,0,0,49,5,102,12,0,0,0,0,30,0,0,4,6,0,27
1131,oats,865,255,213,7,206,2,1,0,0,0,0,35,0,0,0,0,16,5,117,1,1,0,0,1,3,1,0,1,14,0,8
1132,Sheikh Danon,658,1733,1277,14,1263,7,0,1125,0,0,0,1,0,0,0,0,3,9,1,95,0,0,2,4,0,0,2,8,2,2,2
1133,Sheila,3641,1554,1310,1,1309,0,3,1,0,0,0,761,0,0,0,0,5,1,194,1,1,0,0,0,1,0,0,8,327,1,5
1134,Shilot,1165,415,351,0,351,167,0,0,0,0,0,16,0,0,0,0,22,2,27,47,0,0,0,0,60,0,0,9,0,1,0
1135,her neighbor,1160,523,389,0,389,187,0,0,0,0,1,29,0,0,0,0,16,3,25,47,0,0,0,0,75,0,0,4,1,0,1
1136,peace,873,336,270,0,270,1,6,0,0,0,0,18,0,0,0,0,23,0,149,0,0,0,0,0,0,0,1,2,39,0,31
1137,extensions,439,385,284,2,282,29,4,0,1,0,0,146,0,0,0,0,20,5,42,7,2,0,0,0,22,0,0,1,3,0,0
1138,my peace,812,4828,3339,45,3294,381,23,4,0,0,0,228,0,0,0,1,389,383,1175,34,0,0,1,0,236,1,1,51,56,4,326
1139,dill,366,661,473,1,472,228,0,1,0,0,2,9,0,0,0,0,10,1,22,134,0,0,0,0,61,0,0,4,0,0,0
1140,heard,3784,304,214,3,211,14,0,0,0,0,0,71,0,0,0,0,14,7,62,3,0,0,0,0,11,0,0,4,22,0,3
1141,you kept,432,354,258,0,258,130,1,1,0,0,0,5,0,0,0,0,9,3,8,79,0,0,0,0,18,0,1,3,0,0,0
1142,umbrella,1337,1531,1258,2,1256,638,6,0,0,0,1,40,0,0,0,0,55,13,110,132,1,0,0,0,247,0,0,7,3,0,3
1143,Crimson,1287,326,221,1,220,23,0,0,0,0,0,30,0,0,0,0,21,27,73,4,0,0,0,0,20,0,1,16,4,0,1
1144,Schnir,1132,399,299,0,299,163,0,0,0,0,0,6,0,0,0,0,18,1,19,42,0,0,0,0,30,1,1,13,2,2,1
1145,Shaev,538,4249,3216,11,3205,142,0,2880,1,0,0,2,0,1,0,0,8,17,5,84,1,0,1,4,1,1,3,3,1,0,50
1146,on,4009,219,172,2,170,40,0,0,0,0,0,14,0,0,0,0,23,4,39,11,0,0,0,0,24,0,0,9,4,0,2
1147,Shallows,856,582,527,1,526,5,20,0,0,0,0,301,0,0,0,0,4,1,60,1,5,0,0,0,0,0,0,0,120,0,9
1148,Shaar Ephraim,661,1031,835,2,833,206,1,4,0,0,0,45,0,1,0,0,154,12,226,20,0,0,0,0,98,0,1,5,24,0,36
1149,Golan Gate,264,504,380,4,376,202,0,3,0,0,0,4,0,0,0,0,11,8,16,85,0,0,0,0,42,0,0,5,0,0,0
1150,The Gate of the Valleys,237,554,437,1,436,241,0,1,0,0,0,2,0,0,0,0,6,1,3,149,0,0,0,0,29,0,0,4,0,0,0
1151,Shaar Manasseh,921,120,13,1,12,4,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2
